# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# The nonparametric p-values were calculated using 999 Monte Carlo permutations.
# The nonparametric p-values contain the correct number of significant digits.
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
NA vs. Caucasian	Hispanic_Latino vs. Caucasian/African American	0.767878898313	0.446400034193	1	0.441	1.000
NA vs. Caucasian	Multi_racial vs. Asian	-2.4525100364	0.0178724673337	1	0.022	1.000
NA vs. Caucasian	Multi_racial vs. Caucasian	0.0290581464152	0.976876129656	1	0.971	1.000
NA vs. Caucasian	Multi_racial vs. Caucasian/African American	0.0397144278886	0.968553089638	1	0.960	1.000
NA vs. Caucasian	Asian vs. Caucasian	1.14627094481	0.252584518544	1	0.228	1.000
NA vs. Caucasian	Asian vs. Caucasian/African American	1.13350611042	0.263750001184	1	0.278	1.000
NA vs. Caucasian	Caucasian vs. Caucasian/African American	-0.979634191217	0.330844090508	1	0.350	1.000
NA vs. Caucasian/African American	African_American vs. Hispanic_Latino	1.9460566549	[ 0.05223236]	1	0.071	1.000
NA vs. Caucasian/African American	African_American vs. Multi_racial	1.28673121972	[ 0.20289609]	1	0.246	1.000
NA vs. Caucasian/African American	African_American vs. Asian	1.63952056019	[ 0.10233795]	1	0.084	1.000
NA vs. Caucasian/African American	African_American vs. Caucasian	1.98554633536	[ 0.04733466]	1	0.041	1.000
NA vs. Caucasian/African American	African_American vs. Caucasian/African American	1.81926561711	[ 0.07854203]	1	0.070	1.000
NA vs. Caucasian/African American	Hispanic_Latino vs. Multi_racial	1.6575302974	[ 0.10819286]	1	0.133	1.000
NA vs. Caucasian/African American	Hispanic_Latino vs. Asian	1.90528160997	[ 0.05915653]	1	0.058	1.000
NA vs. Caucasian/African American	Hispanic_Latino vs. Caucasian	2.24469416731	[ 0.02521649]	1	0.023	1.000
NA vs. Caucasian/African American	Hispanic_Latino vs. Caucasian/African American	2.12308628193	[ 0.05205786]	1	0.070	1.000
NA vs. Caucasian/African American	Multi_racial vs. Asian	1.15651149596	[ 0.26555952]	1	0.195	1.000
NA vs. Caucasian/African American	Multi_racial vs. Caucasian	1.54993885446	[ 0.12586724]	1	0.142	1.000
NA vs. Caucasian/African American	Multi_racial vs. Caucasian/African American	5.02122386794	[ 0.12514835]	1	0.314	1.000
NA vs. Caucasian/African American	Asian vs. Caucasian	1.82570398855	[ 0.06899529]	1	0.060	1.000
NA vs. Caucasian/African American	Asian vs. Caucasian/African American	1.96753156616	[ 0.08981734]	1	0.104	1.000
NA vs. Caucasian/African American	Caucasian vs. Caucasian/African American	1.66411696397	[ 0.105558]	1	0.154	1.000
African_American vs. Hispanic_Latino	African_American vs. Multi_racial	-5.40330787967	9.81348843718e-08	3.69968514082e-05	0.001	0.377
African_American vs. Hispanic_Latino	African_American vs. Asian	-2.93286003919	0.00346312830814	1	0.005	1.000
African_American vs. Hispanic_Latino	African_American vs. Caucasian	-1.42349379213	0.154792257653	1	0.156	1.000
African_American vs. Hispanic_Latino	African_American vs. Caucasian/African American	-3.20600727082	0.00143029272893	0.539220358805	0.002	0.754
African_American vs. Hispanic_Latino	Hispanic_Latino vs. Multi_racial	-2.99685131047	0.00286124035526	1	0.004	1.000
African_American vs. Hispanic_Latino	Hispanic_Latino vs. Asian	1.70672225401	0.0883928351842	1	0.097	1.000
African_American vs. Hispanic_Latino	Hispanic_Latino vs. Caucasian	1.1953412579	0.232240557887	1	0.227	1.000
African_American vs. Hispanic_Latino	Hispanic_Latino vs. Caucasian/African American	-0.779814716544	0.435874147447	1	0.413	1.000
African_American vs. Hispanic_Latino	Multi_racial vs. Asian	-3.97138572841	8.20829914767e-05	0.0309452877867	0.001	0.377
African_American vs. Hispanic_Latino	Multi_racial vs. Caucasian	-3.02599042893	0.00259498306679	0.97830861618	0.002	0.754
African_American vs. Hispanic_Latino	Multi_racial vs. Caucasian/African American	-0.528573257165	0.597345821954	1	0.591	1.000
African_American vs. Hispanic_Latino	Asian vs. Caucasian	-2.69592524441	0.00717668791612	1	0.007	1.000
African_American vs. Hispanic_Latino	Asian vs. Caucasian/African American	-0.0625702269222	0.950134462867	1	0.947	1.000
African_American vs. Hispanic_Latino	Caucasian vs. Caucasian/African American	-3.36979985212	0.00080898110974	0.304985878372	0.002	0.754
African_American vs. Multi_racial	African_American vs. Asian	3.37346358491	0.00083407094783	0.314444747332	0.002	0.754
African_American vs. Multi_racial	African_American vs. Caucasian	5.27495675479	1.58567632802e-07	5.97799975663e-05	0.001	0.377
African_American vs. Multi_racial	African_American vs. Caucasian/African American	0.71685133296	0.475243244401	1	0.476	1.000
African_American vs. Multi_racial	Hispanic_Latino vs. Multi_racial	0.773293318712	0.441331186844	1	0.454	1.000
African_American vs. Multi_racial	Hispanic_Latino vs. Asian	5.45146272558	1.60955286654e-07	6.06801430687e-05	0.001	0.377
African_American vs. Multi_racial	Hispanic_Latino vs. Caucasian	6.55931948238	1.21088472582e-10	4.56503541635e-08	0.001	0.377
African_American vs. Multi_racial	Hispanic_Latino vs. Caucasian/African American	1.92889153347	0.0574295674067	1	0.051	1.000
African_American vs. Multi_racial	Multi_racial vs. Asian	-1.11894021683	0.266599717115	1	0.285	1.000
African_American vs. Multi_racial	Multi_racial vs. Caucasian	1.90316045438	0.0592306264967	1	0.073	1.000
African_American vs. Multi_racial	Multi_racial vs. Caucasian/African American	0.502841687218	0.616801649057	1	0.633	1.000
African_American vs. Multi_racial	Asian vs. Caucasian	3.87485240117	0.000128415506029	0.0484126457728	0.001	0.377
African_American vs. Multi_racial	Asian vs. Caucasian/African American	1.94837449431	0.055379901707	1	0.054	1.000
African_American vs. Multi_racial	Caucasian vs. Caucasian/African American	0.646282723509	0.519638315762	1	0.527	1.000
African_American vs. Asian	African_American vs. Caucasian	2.32659052675	0.0201353182875	1	0.028	1.000
African_American vs. Asian	African_American vs. Caucasian/African American	-1.81798087235	0.0701131601669	1	0.085	1.000
African_American vs. Asian	Hispanic_Latino vs. Multi_racial	-1.65899550794	0.098220593681	1	0.100	1.000
African_American vs. Asian	Hispanic_Latino vs. Asian	3.46375649692	0.000594392959175	0.224086145609	0.001	0.377
African_American vs. Asian	Hispanic_Latino vs. Caucasian	4.15892826871	3.56002654385e-05	0.0134213000703	0.001	0.377
African_American vs. Asian	Hispanic_Latino vs. Caucasian/African American	0.0990962668222	0.921135642292	1	0.926	1.000
African_American vs. Asian	Multi_racial vs. Asian	-2.90336629463	0.00399671465156	1	0.003	1.000
African_American vs. Asian	Multi_racial vs. Caucasian	-1.14180509002	0.254383417835	1	0.278	1.000
African_American vs. Asian	Multi_racial vs. Caucasian/African American	-0.193776928486	0.846504219181	1	0.831	1.000
African_American vs. Asian	Asian vs. Caucasian	0.336469670329	0.736650909612	1	0.758	1.000
African_American vs. Asian	Asian vs. Caucasian/African American	0.556668986985	0.578228776887	1	0.557	1.000
African_American vs. Asian	Caucasian vs. Caucasian/African American	-1.93519934415	0.0539447078021	1	0.057	1.000
African_American vs. Caucasian	African_American vs. Caucasian/African American	-2.98603675051	0.00288773138449	1	0.004	1.000
African_American vs. Caucasian	Hispanic_Latino vs. Multi_racial	-2.781145717	0.00550790584094	1	0.005	1.000
African_American vs. Caucasian	Hispanic_Latino vs. Asian	2.73901290334	0.00625318631259	1	0.006	1.000
African_American vs. Caucasian	Hispanic_Latino vs. Caucasian	2.95007375235	0.00322326130682	1	0.004	1.000
African_American vs. Caucasian	Hispanic_Latino vs. Caucasian/African American	-0.524990297181	0.599695630456	1	0.587	1.000
African_American vs. Caucasian	Multi_racial vs. Asian	-3.91829726602	9.46677515004e-05	0.0356897423156	0.002	0.754
African_American vs. Caucasian	Multi_racial vs. Caucasian	-2.68021951379	0.00746216360508	1	0.008	1.000
African_American vs. Caucasian	Multi_racial vs. Caucasian/African American	-0.448556181706	0.653841166433	1	0.644	1.000
African_American vs. Caucasian	Asian vs. Caucasian	-1.9720761954	0.0488035644585	1	0.070	1.000
African_American vs. Caucasian	Asian vs. Caucasian/African American	0.157392416631	0.874964632802	1	0.869	1.000
African_American vs. Caucasian	Caucasian vs. Caucasian/African American	-3.1562169779	0.00164093831919	0.618633746336	0.001	0.377
African_American vs. Caucasian/African American	Hispanic_Latino vs. Multi_racial	0.0928435517673	0.926337170107	1	0.926	1.000
African_American vs. Caucasian/African American	Hispanic_Latino vs. Asian	3.63107154411	0.000386710996947	0.145790045849	0.002	0.754
African_American vs. Caucasian/African American	Hispanic_Latino vs. Caucasian	4.00034439684	7.20719919776e-05	0.0271711409755	0.001	0.377
African_American vs. Caucasian/African American	Hispanic_Latino vs. Caucasian/African American	1.57401847895	0.122488464356	1	0.129	1.000
African_American vs. Caucasian/African American	Multi_racial vs. Asian	-1.83473704704	0.0730163418053	1	0.071	1.000
African_American vs. Caucasian/African American	Multi_racial vs. Caucasian	0.935993533396	0.351577320849	1	0.333	1.000
African_American vs. Caucasian/African American	Multi_racial vs. Caucasian/African American	0.380849431288	0.705831723252	1	0.708	1.000
African_American vs. Caucasian/African American	Asian vs. Caucasian	2.15068247131	0.0322946473785	1	0.028	1.000
African_American vs. Caucasian/African American	Asian vs. Caucasian/African American	1.80363427214	0.079221287658	1	0.069	1.000
African_American vs. Caucasian/African American	Caucasian vs. Caucasian/African American	-0.0728043071475	0.942188899724	1	0.946	1.000
Hispanic_Latino vs. Multi_racial	Hispanic_Latino vs. Asian	3.4021412647	0.000860067914473	0.324245603756	0.001	0.377
Hispanic_Latino vs. Multi_racial	Hispanic_Latino vs. Caucasian	3.75153783159	0.000194838360952	0.073454062079	0.001	0.377
Hispanic_Latino vs. Multi_racial	Hispanic_Latino vs. Caucasian/African American	1.37860150789	0.175148030854	1	0.162	1.000
Hispanic_Latino vs. Multi_racial	Multi_racial vs. Asian	-1.76553040916	0.0844136195779	1	0.080	1.000
Hispanic_Latino vs. Multi_racial	Multi_racial vs. Caucasian	0.803155578025	0.423868890378	1	0.399	1.000
Hispanic_Latino vs. Multi_racial	Multi_racial vs. Caucasian/African American	0.311356772543	0.757682817357	1	0.770	1.000
Hispanic_Latino vs. Multi_racial	Asian vs. Caucasian	1.97017121422	0.0497382042045	1	0.058	1.000
Hispanic_Latino vs. Multi_racial	Asian vs. Caucasian/African American	1.59656925886	0.119103936595	1	0.124	1.000
Hispanic_Latino vs. Multi_racial	Caucasian vs. Caucasian/African American	-0.158805640271	0.874338166147	1	0.876	1.000
Hispanic_Latino vs. Asian	Hispanic_Latino vs. Caucasian	-1.10842770706	0.268101460648	1	0.283	1.000
Hispanic_Latino vs. Asian	Hispanic_Latino vs. Caucasian/African American	-1.28729093401	0.200228596591	1	0.206	1.000
Hispanic_Latino vs. Asian	Multi_racial vs. Asian	-4.10999038411	6.85504427319e-05	0.0258435169099	0.001	0.377
Hispanic_Latino vs. Asian	Multi_racial vs. Caucasian	-3.50563632289	0.000570836450824	0.215205341961	0.002	0.754
Hispanic_Latino vs. Asian	Multi_racial vs. Caucasian/African American	-0.699889165767	0.485351124775	1	0.504	1.000
Hispanic_Latino vs. Asian	Asian vs. Caucasian	-3.44508266342	0.00063289712753	0.238602217079	0.001	0.377
Hispanic_Latino vs. Asian	Asian vs. Caucasian/African American	-0.498385989726	0.619080874276	1	0.594	1.000
Hispanic_Latino vs. Asian	Caucasian vs. Caucasian/African American	-3.76354192741	0.000238756515133	0.090011206205	0.001	0.377
Hispanic_Latino vs. Caucasian	Hispanic_Latino vs. Caucasian/African American	-1.17333607295	0.241195140012	1	0.267	1.000
Hispanic_Latino vs. Caucasian	Multi_racial vs. Asian	-4.72733822688	2.9274803933e-06	0.00110366010827	0.001	0.377
Hispanic_Latino vs. Caucasian	Multi_racial vs. Caucasian	-3.94599985282	8.92799022262e-05	0.0336585231393	0.002	0.754
Hispanic_Latino vs. Caucasian	Multi_racial vs. Caucasian/African American	-0.701290843789	0.483441390029	1	0.477	1.000
Hispanic_Latino vs. Caucasian	Asian vs. Caucasian	-3.96396355484	8.04843584559e-05	0.0303426031379	0.001	0.377
Hispanic_Latino vs. Caucasian	Asian vs. Caucasian/African American	-0.294701781693	0.768340227185	1	0.758	1.000
Hispanic_Latino vs. Caucasian	Caucasian vs. Caucasian/African American	-4.19093977641	3.24352484567e-05	0.0122280886682	0.001	0.377
Hispanic_Latino vs. Caucasian/African American	Multi_racial vs. Asian	-2.80412952113	0.00890858217543	1	0.011	1.000
Hispanic_Latino vs. Caucasian/African American	Multi_racial vs. Caucasian	-0.684900939383	0.495361680793	1	0.504	1.000
Hispanic_Latino vs. Caucasian/African American	Multi_racial vs. Caucasian/African American	-0.294032611896	0.772762575422	1	0.758	1.000
Hispanic_Latino vs. Caucasian/African American	Asian vs. Caucasian	0.00825929257932	0.993415891209	1	0.993	1.000
Hispanic_Latino vs. Caucasian/African American	Asian vs. Caucasian/African American	0.492394293978	0.627549122284	1	0.642	1.000
Hispanic_Latino vs. Caucasian/African American	Caucasian vs. Caucasian/African American	-1.56123766411	0.125176647507	1	0.127	1.000
Multi_racial vs. Asian	Multi_racial vs. Caucasian	2.2867390929	0.0247891976421	1	0.032	1.000
Multi_racial vs. Asian	Multi_racial vs. Caucasian/African American	1.09004585497	0.291838056955	1	0.286	1.000
Multi_racial vs. Asian	Asian vs. Caucasian	3.29239273742	0.00111813764096	0.42153789064	0.004	1.000
Multi_racial vs. Asian	Asian vs. Caucasian/African American	2.71046772076	0.0127747702231	1	0.016	1.000
Multi_racial vs. Asian	Caucasian vs. Caucasian/African American	1.69994690185	0.0956130722795	1	0.091	1.000
Multi_racial vs. Caucasian	Multi_racial vs. Caucasian/African American	0.0250067398649	0.98012282792	1	0.975	1.000
Multi_racial vs. Caucasian	Asian vs. Caucasian	1.45921272453	0.145435268529	1	0.166	1.000
Multi_racial vs. Caucasian	Asian vs. Caucasian/African American	0.998999854107	0.321050311315	1	0.325	1.000
Multi_racial vs. Caucasian	Caucasian vs. Caucasian/African American	-1.01191042433	0.31402305892	1	0.321	1.000
Multi_racial vs. Caucasian/African American	Asian vs. Caucasian	0.255458306957	0.798562207429	1	0.817	1.000
Multi_racial vs. Caucasian/African American	Asian vs. Caucasian/African American	0.512832303417	0.621925371554	1	0.675	1.000
Multi_racial vs. Caucasian/African American	Caucasian vs. Caucasian/African American	-0.376099104637	0.709179900091	1	0.699	1.000
Asian vs. Caucasian	Asian vs. Caucasian/African American	0.523077120285	0.601337241206	1	0.630	1.000
Asian vs. Caucasian	Caucasian vs. Caucasian/African American	-2.28054857531	0.0232671211799	1	0.022	1.000
Asian vs. Caucasian/African American	Caucasian vs. Caucasian/African American	-1.75321292687	0.0872268019712	1	0.088	1.000
